Pair_ID,Trajectory_1,Trajectory_2,Common_Length_m,K_Skip,K_Overlap,K_Total,Signed_Mean_Unit_Spacing_Error,Skip_Overlap_Difference,Identity_Error,Trajectory_1_E_Folding_m,Trajectory_1_Integral_Scale_m,Trajectory_1_Skewness,Trajectory_1_Excess_Kurtosis,Trajectory_2_E_Folding_m,Trajectory_2_Integral_Scale_m,Trajectory_2_Skewness,Trajectory_2_Excess_Kurtosis,Absolute_Integral_Scale_Difference_m,Absolute_E_Folding_Difference_m,Absolute_Skewness_Difference,Absolute_Excess_Kurtosis_Difference
PAIR_038,C01_P3,C07_P1,274.6,0.3652938797968304,0.36467780002684197,0.7299716798236724,0.0006160797699883376,0.0006160797699884535,0.0,28.4,23.4520666227128,-0.4728753972883918,-0.4368221453758623,49.8,37.58662227262414,-0.2600865881882627,-0.8753203793931483,14.134555649911341,21.4,0.2127888091001291,0.43849823401728605
PAIR_039,C01_P3,C07_P3,274.6,0.5961583991441279,0.5959446439851567,1.1921030431292847,0.00021375515897134205,0.00021375515897126274,2.220446049250313e-16,28.4,23.4520666227128,-0.4728753972883918,-0.4368221453758623,15.6,12.815269433811183,-2.0666673939712457,4.039239853097321,10.636797188901616,12.799999999999999,1.593791996682854,4.476061998473183
PAIR_040,C01_P3,C08_P1,274.6,0.3949851201012752,0.3949052174745529,0.789890337575828,7.990262672222125e-05,7.990262672225024e-05,1.1102230246251565e-16,28.4,23.4520666227128,-0.4728753972883918,-0.4368221453758623,55.0,43.64177917237282,0.4474869847156655,-1.5132456321012109,20.189712549660022,26.6,0.9203623820040573,1.0764234867253486
PAIR_041,C01_P3,C08_P3,274.6,0.7073928289079194,0.7074393030839363,1.4148321319918558,-4.647417601679315e-05,4.6474176016886304e-05,0.0,28.4,23.4520666227128,-0.4728753972883918,-0.4368221453758623,58.0,45.85047296627704,-0.4222655496919911,-1.1309064867678158,22.39840634356424,29.6,0.05060984759640069,0.6940843413919535
PAIR_042,C01_P3,C09_P1,274.6,0.525574853901144,0.5258263534642615,1.0514012073654058,-0.00025149956311765415,0.00025149956311754096,2.220446049250313e-16,28.4,23.4520666227128,-0.4728753972883918,-0.4368221453758623,15.4,12.550907870531372,0.156160652420342,-0.6233552161392946,10.901158752181427,12.999999999999998,0.6290360497087337,0.18653307076343228
PAIR_043,C01_P3,C09_P3,274.6,0.3541551041676279,0.3544363947483731,0.708591498916001,-0.00028129058074514307,0.0002812905807451638,1.1102230246251565e-16,28.4,23.4520666227128,-0.4728753972883918,-0.4368221453758623,47.400000000000006,41.47733192433871,-0.3275517866135125,-0.5413467672186711,18.025265301625915,19.000000000000007,0.1453236106748793,0.10452462184280886
PAIR_044,C01_P3,C10_P1,274.6,0.3868467081054964,0.38718537732033537,0.7740320854258318,-0.00033866921483897744,0.0003386692148389936,0.0,28.4,23.4520666227128,-0.4728753972883918,-0.4368221453758623,61.400000000000006,48.04839655672359,0.0501482353316684,-1.2884630317235377,24.59632993401079,33.00000000000001,0.5230236326200601,0.8516408863476754
PAIR_045,C01_P3,C10_P3,274.0,0.5906541339445006,0.5891070337970129,1.1797611677415134,0.0015471001474878054,0.0015471001474877122,2.220446049250313e-16,28.4,23.4520666227128,-0.4728753972883918,-0.4368221453758623,6.0,5.073903478101762,-0.0386797035986008,-0.441965691405108,18.378163144611037,22.4,0.434195693689791,0.005143546029245716
PAIR_046,C01_P3,C11_P1,271.6,0.42268950193523935,0.41741848020596667,0.840107982141206,0.0052710217292727506,0.005271021729272685,1.1102230246251565e-16,28.4,23.4520666227128,-0.4728753972883918,-0.4368221453758623,6.4,5.522465209787678,-0.2871785157788312,-0.1336104833641185,17.92960141292512,22.0,0.1856968815095606,0.30321166201174377
PAIR_047,C01_P3,C11_P3,272.0,0.7051140226438378,0.7016360115474377,1.4067500341912755,0.0034780110964001917,0.003478011096400113,0.0,28.4,23.4520666227128,-0.4728753972883918,-0.4368221453758623,18.4,15.913468672022562,-0.4208580503338558,-0.3358837517349125,7.538597950690237,10.0,0.05201734695453597,0.10093839364094981
